Rk,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP,Year,Team,Wins,Losses,Previous TS%,Previous TRB%,Previous AST%,Previous BPM,Previous VORP,Previous WS,Previous WS/48,Rookie,Previous VORP Team Rank,Previous TS% Team Rank,Previous TRB% Team Rank,Previous AST% Team Rank,Previous BPM Team Rank,Previous WS Team Rank,Previous WS/48 Team Rank,Top 5 Previous VORP Team Rank,Top 5 Previous TS% Team Rank,Top 5 Previous TRB% Team Rank,Top 5 Previous AST% Team Rank,Top 5 Previous BPM Team Rank,Top 5 Previous WS Team Rank,Top 5 Previous WS/48 Team Rank
12,Austin Rivers,28,15,403,10.3,0.5579999999999999,0.655,0.155,0.8,9.0,4.9,12.5,2.2,0.5,10.6,14.2,,0.3,0.4,0.7,0.081,,-2.1,0.4,-1.7,0.0,2021,DEN,47,25,0.542,5.8,10.0,-2.5,-0.2,2.4,0.07200000000000001,False,17.0,13.0,15.0,8.0,13.0,10.0,13.0,False,False,False,False,False,False,False
13,Zeke Nnaji,20,42,397,11.3,0.615,0.5670000000000001,0.14400000000000002,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,,0.6,0.3,0.9,0.104,,-0.6,-1.1,-1.7,0.0,2021,DEN,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,19.0,19.0,19.0,19.0,19.0,19.0,19.0,False,False,False,False,False,False,False
14,Vlatko Čančar,23,41,281,9.7,0.547,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,,0.0,0.3,0.3,0.053,,-2.6,0.0,-2.6,0.0,2021,DEN,47,25,0.507,12.4,9.1,-4.8,0.0,0.1,0.062,False,12.0,16.0,8.0,12.0,17.0,16.0,15.0,False,False,False,False,False,False,False
15,Shaquille Harrison,27,17,277,6.9,0.431,0.241,0.276,1.6,14.3,8.0,7.1,2.7,1.8,8.4,11.2,,-0.1,0.4,0.2,0.042,,-5.4,1.8,-3.6,-0.1,2021,DEN,47,25,0.5589999999999999,9.8,15.3,2.8,0.6,1.5,0.153,False,9.0,10.0,12.0,7.0,2.0,12.0,5.0,False,False,False,False,True,False,True
16,Isaiah Hartenstein,22,30,272,15.5,0.5429999999999999,0.0,0.45,16.7,18.7,17.7,7.5,2.0,7.2,18.0,18.7,,0.2,0.5,0.7,0.115,,-4.3,0.6,-3.7,-0.1,2021,DEN,47,25,0.674,17.7,10.0,0.3,0.2,1.1,0.19,False,11.0,1.0,2.0,9.0,7.0,13.0,3.0,False,True,True,False,False,False,True
17,R.J. Hampton,19,25,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,,-0.1,0.2,0.1,0.03,,-4.5,-0.9,-5.4,-0.2,2021,DEN,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,20.0,20.0,20.0,20.0,20.0,20.0,20.0,False,False,False,False,False,False,False
18,Markus Howard,21,37,205,6.4,0.477,0.613,0.085,0.6,11.0,5.8,12.6,1.0,0.5,14.1,27.2,,-0.4,0.1,-0.3,-0.068,,-5.5,-3.2,-8.7,-0.3,2021,DEN,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,21.0,21.0,21.0,21.0,21.0,21.0,21.0,False,False,False,False,False,False,False
19,JaVale McGee,33,13,175,12.9,0.498,0.06,0.179,15.0,29.7,22.4,4.8,0.8,7.8,17.2,21.8,,-0.1,0.3,0.2,0.05,,-6.4,-0.3,-6.6,-0.2,2021,DEN,47,25,0.652,18.9,4.6,1.5,1.0,4.7,0.198,False,5.0,2.0,1.0,16.0,4.0,2.0,2.0,True,True,True,False,True,True,True
20,Bol Bol,21,32,160,9.4,0.534,0.414,0.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,,-0.2,0.2,0.0,-0.004,,-3.8,-0.3,-4.1,-0.1,2021,DEN,47,25,0.617,12.2,9.8,-3.0,0.0,0.1,0.063,False,13.0,4.0,9.0,10.0,15.0,17.0,14.0,False,True,False,False,False,False,False
21,Greg Whittington,27,4,12,-10.2,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,,-0.1,0.0,-0.1,-0.259,,-11.4,-5.7,-17.2,0.0,2021,DEN,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,22.0,22.0,22.0,22.0,22.0,22.0,22.0,False,False,False,False,False,False,False
22,Gary Clark,26,2,4,2.9,,,,0.0,28.2,14.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.037000000000000005,,-4.4,-2.0,-6.5,0.0,2021,DEN,47,25,0.5710000000000001,10.6,1.9,-2.6,-0.1,0.6,0.087,False,14.0,8.0,11.0,17.0,14.0,14.0,12.0,False,False,False,False,False,False,False
1,Nicolas Batum,32,67,1835,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,,2.7,2.3,5.0,0.132,,0.6,1.5,2.1,1.9,2021,LAC,47,25,0.463,10.8,18.3,-1.9,0.0,0.6,0.055,False,14.0,17.0,5.0,10.0,16.0,15.0,16.0,False,False,True,False,False,False,False
2,Paul George,30,54,1821,20.5,0.598,0.4370000000000001,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,,3.0,2.3,5.3,0.139,,3.9,0.3,4.2,2.9,2021,LAC,47,25,0.589,10.0,21.1,4.9,2.5,4.8,0.161,False,2.0,3.0,8.0,5.0,2.0,3.0,4.0,True,True,False,True,True,True,True
3,Kawhi Leonard,29,52,1773,26.0,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,,6.4,2.4,8.8,0.238,,6.0,1.3,7.3,4.2,2021,LAC,47,25,0.589,11.3,26.4,8.9,5.1,8.7,0.226,False,1.0,4.0,4.0,3.0,1.0,1.0,2.0,True,True,True,True,True,True,True
4,Ivica Zubac,23,72,1609,19.1,0.693,0.01,0.434,13.6,22.4,18.1,7.9,0.7,3.4,14.7,15.1,,4.8,2.1,6.9,0.206,,0.6,0.4,1.0,1.2,2021,LAC,47,25,0.6509999999999999,21.3,9.1,2.8,1.6,6.6,0.241,False,3.0,1.0,1.0,13.0,4.0,2.0,1.0,True,True,True,False,True,True,True
5,Reggie Jackson,30,67,1544,14.2,0.5760000000000001,0.482,0.14,1.8,11.9,7.0,19.0,1.3,0.4,10.6,19.9,,2.3,1.4,3.7,0.115,,0.6,-0.2,0.4,0.9,2021,LAC,47,25,0.5870000000000001,7.3,21.3,-0.2,0.2,0.8,0.1,False,11.0,6.0,13.0,4.0,11.0,12.0,12.0,False,False,False,True,False,False,False
6,Marcus Morris,31,57,1502,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,,2.1,1.5,3.6,0.115,,0.9,-0.8,0.0,0.8,2021,LAC,47,25,0.5820000000000001,9.0,6.8,0.7,0.9,2.9,0.101,False,7.0,8.0,9.0,16.0,7.0,7.0,11.0,False,False,False,False,False,False,False
7,Terance Mann,24,67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,,2.4,1.3,3.7,0.141,,-0.5,0.3,-0.2,0.6,2021,LAC,47,25,0.545,7.9,19.3,-1.5,0.0,0.8,0.106,False,15.0,13.0,11.0,7.0,14.0,13.0,9.0,False,False,False,False,False,False,False
8,Luke Kennard,24,63,1232,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,,1.6,1.1,2.7,0.105,,0.3,-0.5,-0.2,0.6,2021,LAC,47,25,0.589,6.0,19.2,-0.3,0.4,1.9,0.1,False,10.0,5.0,14.0,8.0,12.0,9.0,13.0,False,True,False,False,False,False,False
9,Serge Ibaka,31,41,955,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,,1.7,1.3,3.0,0.15,,1.2,0.2,1.4,0.8,2021,LAC,47,25,0.583,16.1,8.6,0.1,0.8,3.9,0.126,False,8.0,7.0,3.0,14.0,10.0,5.0,7.0,False,False,True,False,False,True,False
10,Lou Williams,34,42,918,15.7,0.529,0.277,0.277,1.9,8.7,5.4,23.3,2.1,0.4,12.0,26.5,,0.7,0.9,1.6,0.084,,-0.5,-1.0,-1.5,0.1,2021,LAC,47,25,0.546,5.6,30.1,0.7,1.3,4.1,0.105,False,5.0,12.0,15.0,2.0,8.0,4.0,10.0,True,False,False,True,False,True,False
11,Patrick Beverley,32,37,832,12.0,0.58,0.6409999999999999,0.205,4.0,11.8,8.0,12.0,1.7,3.0,12.4,14.6,,1.0,1.0,2.1,0.119,,-0.7,1.4,0.7,0.6,2021,LAC,47,25,0.56,10.3,18.2,2.2,1.4,3.6,0.128,False,4.0,11.0,6.0,11.0,5.0,6.0,6.0,True,False,False,False,True,False,False
12,Patrick Patterson,31,38,582,10.9,0.5710000000000001,0.679,0.103,3.8,10.5,7.2,6.7,1.2,1.2,6.0,14.0,,0.7,0.5,1.2,0.101,,-0.4,-0.1,-0.6,0.2,2021,LAC,47,25,0.58,10.1,7.2,0.3,0.5,1.9,0.118,False,9.0,9.0,7.0,15.0,9.0,10.0,8.0,False,False,False,False,False,False,False
13,Amir Coffey,23,44,394,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0.0,11.1,15.1,,0.4,0.3,0.7,0.085,,-1.9,-0.1,-2.0,0.0,2021,LAC,47,25,0.493,5.2,12.3,-4.1,-0.1,0.1,0.041,False,17.0,16.0,16.0,12.0,17.0,17.0,17.0,False,False,False,False,False,False,False
14,Rajon Rondo,34,18,368,16.8,0.609,0.419,0.14300000000000002,4.4,12.2,8.4,38.6,2.4,0.5,26.4,18.2,,0.7,0.4,1.1,0.14800000000000002,,2.0,0.4,2.3,0.4,2021,LAC,47,25,0.494,7.9,32.9,-1.4,0.2,1.4,0.068,False,12.0,15.0,12.0,1.0,13.0,11.0,14.0,False,False,False,True,False,False,False
15,DeMarcus Cousins,30,16,207,20.3,0.597,0.2,0.232,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,,0.1,0.4,0.5,0.119,,-0.2,1.9,1.7,0.2,2021,LAC,47,25,0.562,17.1,20.4,3.0,1.0,2.4,0.151,False,6.0,10.0,2.0,6.0,3.0,8.0,5.0,False,False,True,False,True,False,True
16,Daniel Oturu,21,30,161,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,,0.0,0.2,0.3,0.081,,-4.1,-1.1,-5.2,-0.1,2021,LAC,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
17,Yogi Ferrell,27,8,96,15.3,0.473,0.528,0.194,2.4,11.4,7.0,23.7,2.1,1.9,0.0,18.0,,0.2,0.1,0.3,0.154,,0.0,0.7,0.7,0.1,2021,LAC,47,25,0.528,5.2,18.8,-1.8,0.0,0.7,0.06,False,16.0,14.0,17.0,9.0,15.0,14.0,15.0,False,False,False,False,False,False,False
18,Mfiondu Kabengele,23,23,94,1.4,0.39,0.563,0.188,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,,-0.3,0.1,-0.1,-0.075,,-9.2,-0.9,-10.1,-0.2,2021,LAC,47,25,0.614,8.9,4.9,2.2,0.1,0.2,0.173,False,13.0,2.0,10.0,17.0,6.0,16.0,3.0,False,True,False,False,False,False,True
19,Jay Scrubb,20,4,84,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0.0,15.5,23.8,,-0.2,0.1,-0.1,-0.07200000000000001,,-8.1,-2.8,-10.9,-0.2,2021,LAC,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,19.0,19.0,19.0,19.0,19.0,19.0,19.0,False,False,False,False,False,False,False
20,Malik Fitts,23,3,11,2.9,0.5,0.667,0.0,0.0,29.8,15.3,0.0,0.0,0.0,0.0,12.1,,0.0,0.0,0.0,0.049,,-7.0,-2.1,-9.1,0.0,2021,LAC,47,25,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,20.0,20.0,20.0,20.0,20.0,20.0,20.0,False,False,False,False,False,False,False
1,Luka Dončić,21,66,2262,25.3,0.5870000000000001,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36.0,,5.1,2.6,7.7,0.163,,6.1,0.7,6.8,5.1,2021,DAL,42,30,0.585,14.7,45.7,8.4,5.4,8.8,0.207,False,1.0,6.0,3.0,1.0,1.0,1.0,1.0,True,False,True,True,True,True,True
2,Tim Hardaway Jr.,28,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,,3.2,1.2,4.3,0.105,,2.0,-1.7,0.4,1.2,2021,DAL,42,30,0.581,5.8,9.7,-0.1,1.0,4.4,0.102,False,5.0,7.0,13.0,9.0,8.0,5.0,10.0,True,False,False,False,False,True,False
3,Dorian Finney-Smith,27,60,1921,12.0,0.609,0.648,0.08800000000000001,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,,2.8,1.6,4.4,0.11,,0.2,0.0,0.1,1.0,2021,DAL,42,30,0.595,10.0,7.2,-0.2,0.9,4.9,0.11,False,6.0,5.0,8.0,14.0,9.0,3.0,9.0,False,True,False,False,False,True,False
4,Josh Richardson,27,59,1790,11.9,0.537,0.4320000000000001,0.175,3.2,8.8,6.0,12.1,1.7,1.2,10.6,18.4,,1.0,1.4,2.4,0.066,,-1.5,-0.2,-1.7,0.1,2021,DAL,42,30,0.5329999999999999,5.7,13.9,-1.8,0.1,2.1,0.061,False,12.0,15.0,14.0,4.0,13.0,9.0,15.0,False,False,False,True,False,False,False
5,Jalen Brunson,24,68,1697,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,,3.9,1.1,5.1,0.14300000000000002,,1.5,-0.6,0.9,1.2,2021,DAL,42,30,0.5529999999999999,6.9,27.0,-0.9,0.3,2.1,0.101,False,9.0,10.0,11.0,2.0,11.0,10.0,11.0,False,False,False,True,False,False,False
6,Maxi Kleber,29,50,1341,10.6,0.606,0.7709999999999999,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,,1.6,1.3,2.9,0.103,,-0.5,0.5,0.0,0.7,2021,DAL,42,30,0.605,10.8,6.3,0.4,1.1,4.8,0.123,False,3.0,4.0,6.0,15.0,6.0,4.0,7.0,True,True,False,False,False,True,False
7,Kristaps Porziņģis,25,43,1327,21.3,0.5820000000000001,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,,2.6,1.7,4.3,0.154,,3.0,-0.8,2.2,1.4,2021,DAL,42,30,0.551,15.6,8.8,1.9,1.8,5.2,0.138,False,2.0,11.0,2.0,10.0,2.0,2.0,4.0,True,False,True,False,True,True,True
8,Dwight Powell,29,58,966,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,,2.6,1.2,3.8,0.188,,-0.7,1.3,0.6,0.6,2021,DAL,42,30,0.677,11.2,7.7,1.3,0.9,3.6,0.162,False,7.0,1.0,5.0,13.0,3.0,7.0,3.0,False,True,True,False,True,False,True
9,Trey Burke,28,62,911,12.6,0.544,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8.0,20.0,,0.7,0.7,1.4,0.071,,-1.4,-0.4,-1.8,0.0,2021,DAL,42,30,0.545,5.9,23.9,-0.5,0.1,0.9,0.127,False,13.0,13.0,12.0,3.0,10.0,14.0,5.0,False,False,False,True,False,False,True
10,Willie Cauley-Stein,27,53,906,14.3,0.647,0.06,0.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12.0,,1.6,1.2,2.8,0.147,,-2.2,0.9,-1.3,0.2,2021,DAL,42,30,0.573,14.7,9.9,0.0,0.5,2.2,0.113,False,8.0,8.0,4.0,8.0,7.0,8.0,8.0,False,False,True,False,False,False,False
11,James Johnson,33,29,504,12.2,0.526,0.414,0.2,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,,0.0,0.7,0.8,0.073,,-2.0,2.5,0.5,0.3,2021,DAL,42,30,0.547,10.4,11.1,-1.8,0.0,0.4,0.065,False,14.0,12.0,7.0,5.0,14.0,15.0,14.0,False,False,False,True,False,False,False
12,Josh Green,20,39,445,8.8,0.49,0.269,0.247,7.0,12.3,9.7,8.3,1.8,0.6,14.2,11.9,,0.1,0.4,0.5,0.05,,-3.7,0.1,-3.6,-0.2,2021,DAL,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
13,Nicolò Melli,30,23,325,9.4,0.506,0.585,0.22,5.8,16.1,11.0,7.7,0.8,0.6,5.3,12.9,,0.3,0.2,0.5,0.078,,-2.3,-0.8,-3.2,-0.1,2021,DAL,42,30,0.556,9.2,10.5,-1.3,0.2,1.8,0.08199999999999999,False,11.0,9.0,9.0,7.0,12.0,11.0,13.0,False,False,False,False,False,False,False
14,Wes Iwundu,26,23,288,4.9,0.421,0.442,0.269,2.3,14.4,8.4,4.4,1.5,1.0,9.4,9.9,,-0.2,0.3,0.1,0.015,,-5.5,0.5,-4.9,-0.2,2021,DAL,42,30,0.544,7.4,8.8,-2.6,-0.2,1.7,0.084,False,15.0,14.0,10.0,11.0,15.0,13.0,12.0,False,False,False,False,False,False,False
15,Boban Marjanović,32,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,,0.7,0.3,1.0,0.183,,1.9,-2.6,-0.8,0.1,2021,DAL,42,30,0.612,24.5,8.3,1.2,0.3,1.8,0.2,False,10.0,3.0,1.0,12.0,4.0,12.0,2.0,False,True,True,False,True,False,True
16,J.J. Redick,36,13,147,5.9,0.516,0.7170000000000001,0.094,0.8,8.2,4.5,10.3,0.7,0.6,16.6,19.9,,-0.2,0.1,-0.1,-0.031,,-3.4,-2.6,-6.0,-0.1,2021,DAL,42,30,0.644,5.1,10.8,0.7,1.1,4.1,0.125,False,4.0,2.0,15.0,6.0,5.0,6.0,6.0,True,True,False,False,True,False,False
17,Nate Hinton,21,21,93,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2.0,9.7,24.4,,-0.2,0.1,0.0,-0.015,,-4.5,1.0,-3.4,0.0,2021,DAL,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
18,Tyler Bey,22,18,71,5.9,0.3720000000000001,0.182,0.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,,-0.1,0.0,0.0,-0.033,,-5.5,-3.9,-9.5,-0.1,2021,DAL,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
19,Tyrell Terry,20,11,56,6.0,0.318,0.438,0.188,0.0,11.7,5.9,14.0,4.4,0.0,10.4,15.3,,-0.1,0.1,-0.1,-0.049,,-7.5,2.6,-5.0,0.0,2021,DAL,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,19.0,19.0,19.0,19.0,19.0,19.0,19.0,False,False,False,False,False,False,False
1,Damian Lillard,30,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,,9.6,0.8,10.4,0.209,,7.5,-1.3,6.3,5.0,2021,POR,42,30,0.627,6.0,34.4,7.5,5.9,11.6,0.225,False,1.0,1.0,13.0,1.0,1.0,1.0,1.0,True,True,False,True,True,True,True
2,Robert Covington,30,70,2243,11.2,0.5529999999999999,0.6990000000000001,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,,1.4,2.4,3.7,0.08,,-1.3,1.5,0.2,1.2,2021,POR,42,30,0.5720000000000001,10.7,5.9,0.0,0.7,2.3,0.078,False,6.0,8.0,6.0,13.0,8.0,8.0,10.0,False,False,False,False,False,False,False
3,Enes Freedom,28,72,1758,22.4,0.636,0.006999999999999999,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11.0,17.4,,5.7,1.7,7.5,0.204,,2.1,-1.4,0.6,1.2,2021,POR,42,30,0.599,23.5,8.8,1.5,0.9,4.4,0.214,False,5.0,5.0,1.0,8.0,4.0,3.0,2.0,True,True,True,False,True,True,True
4,Carmelo Anthony,36,69,1690,14.6,0.547,0.418,0.198,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,,1.7,0.8,2.6,0.073,,0.2,-1.3,-1.1,0.4,2021,POR,42,30,0.525,10.1,6.4,-3.6,-0.8,1.3,0.033,False,14.0,12.0,7.0,11.0,14.0,10.0,14.0,False,False,False,False,False,False,False
5,CJ McCollum,29,47,1600,20.8,0.5770000000000001,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,,4.1,0.6,4.7,0.141,,5.0,-1.1,3.9,2.4,2021,POR,42,30,0.541,6.1,19.1,0.5,1.6,4.1,0.077,False,2.0,10.0,11.0,2.0,6.0,5.0,11.0,True,False,False,True,False,True,False
6,Derrick Jones Jr.,23,58,1318,11.9,0.5760000000000001,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,,1.6,0.8,2.4,0.08900000000000001,,-1.4,0.0,-1.4,0.2,2021,POR,42,30,0.62,9.5,6.7,0.7,1.0,4.4,0.153,False,4.0,4.0,9.0,10.0,5.0,4.0,4.0,True,True,False,False,True,True,True
7,Gary Trent Jr.,22,41,1262,12.4,0.55,0.5820000000000001,0.14300000000000002,1.7,6.1,3.9,6.7,1.4,0.4,5.3,20.1,,1.2,0.3,1.5,0.056,,-0.1,-1.8,-1.9,0.0,2021,POR,42,30,0.5870000000000001,3.9,6.3,-0.3,0.6,2.5,0.08900000000000001,False,7.0,6.0,15.0,12.0,9.0,7.0,8.0,False,False,False,False,False,False,False
8,Anfernee Simons,21,64,1104,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,,1.5,0.3,1.8,0.078,,0.6,-1.6,-1.0,0.3,2021,POR,42,30,0.502,5.5,9.2,-4.5,-0.9,0.2,0.005,False,15.0,14.0,14.0,7.0,15.0,15.0,15.0,False,False,False,False,False,False,False
9,Norman Powell,27,27,928,14.2,0.5760000000000001,0.418,0.307,2.6,7.8,5.1,8.1,1.8,1.0,9.5,20.5,,1.1,0.4,1.5,0.078,,-0.5,-0.7,-1.2,0.2,2021,POR,42,30,0.624,6.8,9.7,2.0,1.5,4.6,0.15,False,3.0,3.0,10.0,6.0,2.0,2.0,5.0,True,True,False,False,True,True,True
10,Jusuf Nurkić,26,37,880,20.5,0.5539999999999999,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4.0,16.0,22.3,,1.2,1.2,2.4,0.133,,0.7,1.8,2.5,1.0,2021,POR,42,30,0.5670000000000001,16.9,19.1,2.0,0.2,0.9,0.16399999999999998,False,9.0,9.0,3.0,3.0,3.0,12.0,3.0,False,False,True,True,True,False,True
11,Rodney Hood,28,38,726,5.0,0.436,0.418,0.06,2.6,8.3,5.4,8.5,1.3,0.5,13.1,14.1,,-0.7,0.2,-0.5,-0.034,,-5.3,-1.5,-6.8,-0.9,2021,POR,42,30,0.625,6.1,7.0,-0.9,0.2,1.1,0.084,False,10.0,2.0,12.0,9.0,10.0,11.0,9.0,False,True,False,False,False,False,False
12,Nassir Little,20,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,,0.9,0.2,1.1,0.08199999999999999,,-1.1,-1.6,-2.7,-0.1,2021,POR,42,30,0.505,9.9,5.0,-3.5,-0.2,0.6,0.047,False,13.0,13.0,8.0,15.0,13.0,13.0,13.0,False,False,False,False,False,False,False
13,Harry Giles,22,38,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,,0.1,0.4,0.5,0.069,,-3.2,0.2,-2.9,-0.1,2021,POR,42,30,0.58,15.9,14.2,-1.3,0.1,1.6,0.112,False,11.0,7.0,4.0,4.0,11.0,9.0,7.0,False,False,True,True,False,False,False
14,CJ Elleby,20,30,192,9.4,0.468,0.515,0.227,6.0,12.0,8.9,7.1,1.5,1.4,6.4,17.4,,0.0,0.1,0.1,0.032,,-4.0,-0.9,-4.9,-0.1,2021,POR,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
15,Rondae Hollis-Jefferson,26,11,107,14.4,0.539,0.056,0.889,10.7,15.4,13.0,15.7,0.9,3.4,7.4,10.9,,0.3,0.1,0.3,0.147,,-1.1,1.2,0.1,0.1,2021,POR,42,30,0.5329999999999999,13.3,13.6,0.3,0.6,3.4,0.146,False,8.0,11.0,5.0,5.0,7.0,6.0,6.0,False,False,True,True,False,False,False
16,Keljin Blevins,25,17,75,-0.9,0.3,0.4,0.0,4.2,10.3,7.1,6.7,1.3,0.0,20.0,14.3,,-0.2,0.0,-0.2,-0.13699999999999998,,-8.3,-2.3,-10.7,-0.2,2021,POR,42,30,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,17.0,17.0,17.0,17.0,17.0,17.0,17.0,False,False,False,False,False,False,False
17,T.J. Leaf,23,7,35,11.2,0.551,0.0,0.2,0.0,15.7,7.6,4.0,2.8,2.6,15.5,15.8,,0.0,0.0,0.0,0.022,,-3.9,0.9,-3.0,0.0,2021,POR,42,30,0.451,17.5,5.7,-2.4,0.0,0.3,0.061,False,12.0,15.0,2.0,14.0,12.0,14.0,12.0,False,False,True,False,False,False,False
1,Dennis Schröder,27,61,1956,13.8,0.5429999999999999,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,,1.0,2.7,3.8,0.093,,-1.3,0.1,-1.2,0.4,2021,LAL,42,30,0.575,6.5,21.9,-0.1,1.0,3.6,0.087,False,6.0,8.0,13.0,2.0,7.0,6.0,14.0,False,False,False,True,False,False,False
2,Kyle Kuzma,25,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,,0.4,2.9,3.3,0.08,,-0.4,-0.1,-0.4,0.8,2021,LAL,42,30,0.531,9.8,7.6,-2.6,-0.2,2.0,0.063,False,17.0,15.0,10.0,15.0,17.0,12.0,16.0,False,False,False,False,False,False,False
3,Kentavious Caldwell-Pope,27,67,1902,10.7,0.588,0.579,0.221,1.6,8.9,5.3,9.2,1.6,1.2,10.6,14.2,,1.6,2.6,4.2,0.107,,-1.6,1.0,-0.5,0.7,2021,LAL,42,30,0.584,4.4,8.5,-0.8,0.5,3.7,0.102,False,8.0,6.0,19.0,14.0,12.0,5.0,9.0,False,False,False,False,False,True,False
4,Montrezl Harrell,27,69,1580,22.7,0.65,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,,4.5,2.7,7.3,0.221,,2.3,0.7,3.0,2.0,2021,LAL,42,30,0.607,13.2,10.3,2.9,2.2,7.0,0.191,False,3.0,5.0,4.0,12.0,3.0,3.0,5.0,True,True,True,False,True,True,True
