,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
10,1610612738,2016,00,Al Horford,Al,al-horford,42,C,6-10,245,"JUN 03, 1986",31.0,9,Florida,201143
11,1610612738,2016,00,Tyler Zeller,Tyler,tyler-zeller,44,C,7-0,253,"JAN 17, 1990",27.0,4,North Carolina,203092
12,1610612738,2016,00,Jordan Mickey,Jordan,jordan-mickey,55,F,6-8,235,"JUL 09, 1994",22.0,1,Louisiana State,1626175
13,1610612738,2016,00,Amir Johnson,Amir,amir-johnson,90,F,6-9,240,"MAY 01, 1987",30.0,11,No College,101161
14,1610612738,2016,00,Jae Crowder,Jae,jae-crowder,99,F,6-6,235,"JUL 06, 1990",26.0,4,Marquette,203109
0,1610612738,2017,00,Jayson Tatum,Jayson,jayson-tatum,0,F,6-8,205,"MAR 03, 1998",20.0,R,Duke,1628369
1,1610612738,2017,00,Jaylen Brown,Jaylen,jaylen-brown,7,G-F,6-7,225,"OCT 24, 1996",21.0,1,California,1627759
2,1610612738,2017,00,Shane Larkin,Shane,shane-larkin,8,G,5-11,175,"OCT 02, 1992",25.0,3,Miami,203499
3,1610612738,2017,00,Xavier Silas,Xavier,xavier-silas,9,G,6-5,205,"JAN 22, 1988",30.0,1,Northern Illinois,202918
4,1610612738,2017,00,Kyrie Irving,Kyrie,kyrie-irving,11,G,6-3,193,"MAR 23, 1992",26.0,6,Duke,202681
5,1610612738,2017,00,Terry Rozier,Terry,terry-rozier,12,G,6-2,190,"MAR 17, 1994",24.0,2,Louisville,1626179
6,1610612738,2017,00,Marcus Morris Sr.,Marcus,marcus-morris-sr,13,F,6-9,235,"SEP 02, 1989",28.0,6,Kansas,202694
7,1610612738,2017,00,Gordon Hayward,Gordon,gordon-hayward,20,F,6-8,226,"MAR 23, 1990",28.0,7,Butler,202330
8,1610612738,2017,00,Jabari Bird,Jabari,jabari-bird,26,G,6-6,198,"JUL 03, 1994",23.0,R,"University of California, Berkeley",1628444
9,1610612738,2017,00,Daniel Theis,Daniel,daniel-theis,27,F-C,6-9,243,"APR 04, 1992",26.0,R,Brose Bamberg,1628464
10,1610612738,2017,00,Abdel Nader,Abdel,abdel-nader,28,F,6-6,230,"SEP 25, 1993",24.0,R,Iowa State,1627846
11,1610612738,2017,00,Guerschon Yabusele,Guerschon,guerschon-yabusele,30,F,6-8,260,"DEC 17, 1995",22.0,R,                                   ,1627824
12,1610612738,2017,00,Marcus Smart,Marcus,marcus-smart,36,G,6-4,220,"MAR 06, 1994",24.0,3,Oklahoma State,203935
13,1610612738,2017,00,Semi Ojeleye,Semi,semi-ojeleye,37,F,6-7,235,"DEC 05, 1994",23.0,R,Southern Methodist,1628400
14,1610612738,2017,00,Al Horford,Al,al-horford,42,F-C,6-10,245,"JUN 03, 1986",32.0,10,Florida,201143
15,1610612738,2017,00,Kadeem Allen,Kadeem,kadeem-allen,45,G,6-3,200,"JAN 15, 1993",25.0,R,Arizona,1628443
16,1610612738,2017,00,Aron Baynes,Aron,aron-baynes,46,C,6-10,260,"DEC 09, 1986",31.0,5,Washington State,203382
17,1610612738,2017,00,Greg Monroe,Greg,greg-monroe,55,C-F,6-11,265,"JUN 04, 1990",28.0,7,Georgetown,202328
18,1610612738,2017,00,Jonathan Gibson,Jonathan,jonathan-gibson,60,G,6-2,185,"NOV 08, 1987",30.0,1,New Mexico State,1626780
0,1610612738,2018,00,Jayson Tatum,Jayson,jayson-tatum,0,F,6-8,208,"MAR 03, 1998",21.0,1,Duke,1628369
1,1610612738,2018,00,Jonathan Gibson,Jonathan,jonathan-gibson,3,G,6-2,185,"NOV 08, 1987",31.0,2,New Mexico State,1626780
2,1610612738,2018,00,Jaylen Brown,Jaylen,jaylen-brown,7,G,6-7,220,"OCT 24, 1996",22.0,2,California,1627759
3,1610612738,2018,00,Brad Wanamaker,Brad,brad-wanamaker,9,G,6-4,210,"JUL 25, 1989",29.0,R,Pittsburgh,202954
4,1610612738,2018,00,Kyrie Irving,Kyrie,kyrie-irving,11,G,6-3,193,"MAR 23, 1992",27.0,7,Duke,202681
5,1610612738,2018,00,Terry Rozier,Terry,terry-rozier,12,G,6-1,190,"MAR 17, 1994",25.0,3,Louisville,1626179
6,1610612738,2018,00,Marcus Morris Sr.,Marcus,marcus-morris-sr,13,F,6-9,235,"SEP 02, 1989",29.0,7,Kansas,202694
7,1610612738,2018,00,Gordon Hayward,Gordon,gordon-hayward,20,F,6-8,225,"MAR 23, 1990",29.0,8,Butler,202330
8,1610612738,2018,00,Daniel Theis,Daniel,daniel-theis,27,F,6-8,243,"APR 04, 1992",27.0,1,Brose Bamberg,1628464
9,1610612738,2018,00,RJ Hunter,RJ,rj-hunter,28,G,6-5,185,"OCT 24, 1993",25.0,3,Georgia State,1626154
10,1610612738,2018,00,Guerschon Yabusele,Guerschon,guerschon-yabusele,30,F,6-8,260,"DEC 17, 1995",23.0,1,                                   ,1627824
11,1610612738,2018,00,Marcus Smart,Marcus,marcus-smart,36,G,6-4,220,"MAR 06, 1994",25.0,4,Oklahoma State,203935
12,1610612738,2018,00,Semi Ojeleye,Semi,semi-ojeleye,37,F,6-7,241,"DEC 05, 1994",24.0,1,Southern Methodist,1628400
13,1610612738,2018,00,Al Horford,Al,al-horford,42,C-F,6-10,245,"JUN 03, 1986",33.0,11,Florida,201143
14,1610612738,2018,00,Robert Williams III,Robert,robert-williams-iii,44,C-F,6-10,240,"OCT 17, 1997",21.0,R,Texas A&M,1629057
15,1610612738,2018,00,Aron Baynes,Aron,aron-baynes,46,C-F,6-10,260,"DEC 09, 1986",32.0,6,Washington State,203382
16,1610612738,2018,00,P.J. Dozier,P.J.,pj-dozier,50,G-F,6-6,205,"OCT 25, 1996",22.0,1,South Carolina,1628408
0,1610612738,2019,00,Jayson Tatum,Jayson,jayson-tatum,0,F-G,6-8,210,"MAR 03, 1998",22.0,2,Duke,1628369
1,1610612738,2019,00,Carsen Edwards,Carsen,carsen-edwards,4,G,5-11,200,"MAR 12, 1998",22.0,R,Purdue,1629035
2,1610612738,2019,00,Jaylen Brown,Jaylen,jaylen-brown,7,G-F,6-6,223,"OCT 24, 1996",23.0,3,California,1627759
3,1610612738,2019,00,Kemba Walker,Kemba,kemba-walker,8,G,6-0,184,"MAY 08, 1990",30.0,8,Connecticut,202689
4,1610612738,2019,00,Brad Wanamaker,Brad,brad-wanamaker,9,G,6-3,210,"JUL 25, 1989",30.0,1,Pittsburgh,202954
5,1610612738,2019,00,Enes Freedom,Enes,enes-freedom,11,C,6-10,250,"MAY 20, 1992",28.0,8,                                   ,202683
6,1610612738,2019,00,Grant Williams,Grant,grant-williams,12,F,6-6,236,"NOV 30, 1998",21.0,R,Tennessee,1629684
7,1610612738,2019,00,Gordon Hayward,Gordon,gordon-hayward,20,F,6-7,225,"MAR 23, 1990",30.0,9,Butler,202330
8,1610612738,2019,00,Daniel Theis,Daniel,daniel-theis,27,F-C,6-8,245,"APR 04, 1992",28.0,2,Brose Bamberg,1628464
9,1610612738,2019,00,Marcus Smart,Marcus,marcus-smart,36,G,6-3,220,"MAR 06, 1994",26.0,5,Oklahoma State,203935
10,1610612738,2019,00,Semi Ojeleye,Semi,semi-ojeleye,37,F,6-6,240,"DEC 05, 1994",25.0,2,Southern Methodist,1628400
11,1610612738,2019,00,Javonte Green,Javonte,javonte-green,43,G-F,6-4,205,"JUL 23, 1993",26.0,R,Radford,1629750
12,1610612738,2019,00,Robert Williams III,Robert,robert-williams-iii,44,C-F,6-8,237,"OCT 17, 1997",22.0,1,Texas A&M,1629057
13,1610612738,2019,00,Romeo Langford,Romeo,romeo-langford,45,G-F,6-4,216,"OCT 25, 1999",20.0,R,Indiana,1629641
14,1610612738,2019,00,Tremont Waters,Tremont,tremont-waters,51,G,5-10,175,"JAN 10, 1998",22.0,R,Louisiana State,1629682
15,1610612738,2019,00,Vincent Poirier,Vincent,vincent-poirier,77,C-F,7-0,235,"OCT 17, 1993",26.0,R,                                   ,1629738
16,1610612738,2019,00,Tacko Fall,Tacko,tacko-fall,99,C,7-5,311,"DEC 10, 1995",24.0,R,Central Florida,1629605
0,1610612738,2020,00,Jayson Tatum,Jayson,jayson-tatum,0,F-G,6-8,210,"MAR 03, 1998",23.0,3,Duke,1628369
1,1610612738,2020,00,Carsen Edwards,Carsen,carsen-edwards,4,G,5-11,200,"MAR 12, 1998",23.0,1,Purdue,1629035
2,1610612738,2020,00,Jaylen Brown,Jaylen,jaylen-brown,7,G-F,6-6,223,"OCT 24, 1996",24.0,4,California,1627759
3,1610612738,2020,00,Moses Brown,Moses,moses-brown,9,C,7-2,245,"OCT 13, 1999",21.0,1,UCLA,1629650
4,1610612738,2020,00,Payton Pritchard,Payton,payton-pritchard,11,G,6-1,195,"JAN 28, 1998",23.0,R,Oregon,1630202
5,1610612738,2020,00,Grant Williams,Grant,grant-williams,12,F,6-6,236,"NOV 30, 1998",22.0,1,Tennessee,1629684
6,1610612738,2020,00,Tristan Thompson,Tristan,tristan-thompson,13,C-F,6-9,254,"MAR 13, 1991",30.0,9,Texas-Austin,202684
7,1610612738,2020,00,Jabari Parker,Jabari,jabari-parker,20,F,6-8,245,"MAR 15, 1995",26.0,6,Duke,203953
8,1610612738,2020,00,Aaron Nesmith,Aaron,aaron-nesmith,26,G-F,6-5,215,"OCT 16, 1999",21.0,R,Vanderbilt,1630174
9,1610612738,2020,00,Marcus Smart,Marcus,marcus-smart,36,G,6-3,220,"MAR 06, 1994",27.0,6,Oklahoma State,203935
10,1610612738,2020,00,Semi Ojeleye,Semi,semi-ojeleye,37,F,6-6,240,"DEC 05, 1994",26.0,3,Southern Methodist,1628400
11,1610612738,2020,00,Luke Kornet,Luke,luke-kornet,40,F-C,7-2,250,"JUL 15, 1995",25.0,3,Vanderbilt,1628436
12,1610612738,2020,00,Al Horford,Al,al-horford,42,C-F,6-9,240,"JUN 03, 1986",35.0,13,Florida,201143
13,1610612738,2020,00,Robert Williams III,Robert,robert-williams-iii,44,C-F,6-8,237,"OCT 17, 1997",23.0,2,Texas A&M,1629057
14,1610612738,2020,00,Romeo Langford,Romeo,romeo-langford,45,G-F,6-4,216,"OCT 25, 1999",21.0,1,Indiana,1629641
15,1610612738,2020,00,Tremont Waters,Tremont,tremont-waters,51,G,5-10,175,"JAN 10, 1998",23.0,1,Louisiana State,1629682
16,1610612738,2020,00,Evan Fournier,Evan,evan-fournier,94,G-F,6-7,205,"OCT 29, 1992",28.0,8,Poitiers Basket 86,203095
17,1610612738,2020,00,Tacko Fall,Tacko,tacko-fall,99,C,7-5,311,"DEC 10, 1995",25.0,1,Central Florida,1629605
