Year,Team,With Top 5 Players,Total VORP,Total TS%,Total TRB%,Total AST%,Total BPM,Total WS,Total WS/48,Wins,Losses,Total Games,Win %
2001,MIN,True,2.7800000000000002,54.620000000000005,14.26,24.1,2.34,6.7,0.1374,47,35,82,0.573170731707317
2001,NJN,True,1.4200000000000002,56.920000000000016,15.24,24.580000000000002,0.8799999999999999,5.24,0.1366,26,56,82,0.3170731707317073
2001,NYK,True,2.4799999999999995,55.620000000000005,15.479999999999999,28.060000000000002,2.2,7.360000000000001,0.158,48,34,82,0.5853658536585366
2001,ORL,True,3.4,55.379999999999995,12.180000000000001,27.7,3.4799999999999995,7.040000000000001,0.1418,43,39,82,0.524390243902439
2001,PHI,True,2.38,56.82000000000001,17.4,24.919999999999998,2.16,6.88,0.1466,56,26,82,0.6829268292682927
2001,PHO,True,2.9400000000000004,55.34,14.14,25.02,2.8600000000000003,7.7,0.159,51,31,82,0.6219512195121951
2001,POR,True,2.8600000000000003,56.800000000000004,16.54,25.939999999999998,2.6999999999999997,8.34,0.17100000000000004,50,32,82,0.6097560975609756
2001,SAC,True,2.7,57.75999999999999,13.0,23.9,2.8600000000000003,6.58,0.16719999999999996,55,27,82,0.6707317073170732
2001,SAS,True,3.06,57.08,16.16,22.52,3.3199999999999994,8.239999999999998,0.1776,58,24,82,0.7073170731707317
2001,SEA,True,2.7800000000000002,56.96,13.64,21.240000000000002,2.1,7.4,0.1434,44,38,82,0.5365853658536586
2001,TOR,True,2.4799999999999995,56.26,16.380000000000003,28.9,2.2399999999999998,7.279999999999999,0.14579999999999999,47,35,82,0.573170731707317
2001,UTA,True,3.44,56.10000000000001,15.64,27.6,3.2399999999999998,8.66,0.16799999999999998,53,29,82,0.6463414634146342
2001,VAN,True,1.7599999999999998,54.04000000000001,14.280000000000001,22.720000000000002,0.5200000000000001,5.56,0.0984,23,59,82,0.2804878048780488
2001,WAS,True,1.2200000000000002,56.54,17.6,22.9,0.6,4.26,0.11239999999999999,19,63,82,0.23170731707317074
2002,ATL,True,1.7600000000000002,54.92,14.12,20.439999999999998,1.28,5.14,0.1296,33,49,82,0.4024390243902439
2002,BOS,True,2.3600000000000003,54.779999999999994,13.16,22.560000000000002,1.34,5.9399999999999995,0.11679999999999999,49,33,82,0.5975609756097561
2002,CHH,True,2.28,52.980000000000004,15.539999999999997,24.18,1.3800000000000001,7.659999999999999,0.129,44,38,82,0.5365853658536586
2002,CHI,True,1.7,54.620000000000005,13.280000000000001,26.079999999999995,1.42,5.62,0.1316,21,61,82,0.25609756097560976
2002,CLE,True,1.06,53.57999999999999,14.819999999999999,24.5,0.82,4.58,0.12079999999999999,29,53,82,0.35365853658536583
2002,DAL,True,3.56,57.24,15.4,31.26,2.88,8.94,0.17160000000000003,57,25,82,0.6951219512195121
2002,DEN,True,2.14,54.24,19.02,28.1,1.38,6.24,0.1276,27,55,82,0.32926829268292684
2002,DET,True,2.32,53.64,12.3,22.66,1.5399999999999998,5.44,0.11779999999999999,50,32,82,0.6097560975609756
2002,GSW,True,0.9999999999999998,54.18000000000001,16.32,19.82,0.5999999999999999,3.16,0.1242,21,61,82,0.25609756097560976
2002,HOU,True,2.2600000000000002,55.92,12.419999999999998,16.880000000000003,1.4600000000000002,6.7,0.13820000000000002,28,54,82,0.34146341463414637
2002,IND,True,2.06,56.3,15.979999999999999,24.26,1.5599999999999998,6.92,0.142,42,40,82,0.5121951219512195
2002,LAC,True,2.0,54.300000000000004,14.959999999999999,28.660000000000004,1.36,5.779999999999999,0.11879999999999999,39,43,82,0.47560975609756095
2002,LAL,True,3.1,55.78000000000001,14.280000000000001,19.580000000000002,2.88,7.700000000000001,0.159,58,24,82,0.7073170731707317
2002,MEM,True,0.32000000000000006,50.2,13.48,25.880000000000003,-1.2,2.62,0.0758,23,59,82,0.2804878048780488
2002,MIA,True,1.36,53.28000000000001,17.1,24.28,1.54,5.199999999999999,0.13520000000000001,36,46,82,0.43902439024390244
2002,MIL,True,3.0800000000000005,56.3,14.84,24.54,2.2600000000000002,9.2,0.1562,41,41,82,0.5
2002,MIN,True,2.6199999999999997,53.639999999999986,14.9,27.98,1.6800000000000002,7.160000000000001,0.133,50,32,82,0.6097560975609756
2002,NJN,True,1.58,55.379999999999995,14.02,22.9,0.7800000000000001,5.08,0.14079999999999998,52,30,82,0.6341463414634146
2002,NYK,True,2.38,57.199999999999996,16.700000000000003,24.06,2.2199999999999998,7.94,0.169,30,52,82,0.36585365853658536
