,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
4,1610612766,2016,00,Ramon Sessions,Ramon,ramon-sessions,7,G,6-3,190,"APR 11, 1986",31.0,9,Nevada-Reno,201196
5,1610612766,2016,00,Johnny O'Bryant III,Johnny,johnny-obryant-iii,8,F-C,6-9,257,"JUN 01, 1993",24.0,2,Louisiana State,203948
6,1610612766,2016,00,Treveon Graham,Treveon,treveon-graham,12,G-F,6-6,226,"OCT 28, 1993",23.0,R,Virginia Commonwealth,1626203
7,1610612766,2016,00,Michael Kidd-Gilchrist,Michael,michael-kidd-gilchrist,14,F,6-7,232,"SEP 26, 1993",23.0,4,Kentucky,203077
8,1610612766,2016,00,Kemba Walker,Kemba,kemba-walker,15,G,6-1,184,"MAY 08, 1990",27.0,5,Connecticut,202689
9,1610612766,2016,00,Miles Plumlee,Miles,miles-plumlee,18,C,6-11,249,"SEP 01, 1988",28.0,4,Duke,203101
10,1610612766,2016,00,Marco Belinelli,Marco,marco-belinelli,21,G-F,6-5,210,"MAR 25, 1986",31.0,9,                                   ,201158
11,1610612766,2016,00,Brian Roberts,Brian,brian-roberts,22,G,6-1,173,"DEC 03, 1985",31.0,4,University of Dayton,203148
12,1610612766,2016,00,Christian Wood,Christian,christian-wood,35,F,6-11,220,"SEP 27, 1995",21.0,1,UNLV,1626174
13,1610612766,2016,00,Cody Zeller,Cody,cody-zeller,40,C,7-0,240,"OCT 05, 1992",24.0,3,Indiana,203469
14,1610612766,2016,00,Frank Kaminsky,Frank,frank-kaminsky,44,C,7-0,240,"APR 04, 1993",24.0,1,Wisconsin,1626163
0,1610612766,2017,00,Malik Monk,Malik,malik-monk,1,G,6-3,200,"FEB 04, 1998",20.0,R,Kentucky,1628370
1,1610612766,2017,00,Marvin Williams,Marvin,marvin-williams,2,F,6-9,237,"JUN 19, 1986",32.0,12,North Carolina,101107
2,1610612766,2017,00,Jeremy Lamb,Jeremy,jeremy-lamb,3,G,6-5,185,"MAY 30, 1992",26.0,5,Connecticut,203087
3,1610612766,2017,00,Marcus Paige,Marcus,marcus-paige,4,G,6-0,164,"SEP 11, 1993",24.0,R,North Carolina,1627779
4,1610612766,2017,00,Nicolas Batum,Nicolas,nicolas-batum,5,G-F,6-8,200,"DEC 14, 1988",29.0,9,Le Mans,201587
5,1610612766,2017,00,Dwayne Bacon,Dwayne,dwayne-bacon,7,F,6-7,221,"AUG 30, 1995",22.0,R,Florida State,1628407
6,1610612766,2017,00,Mangok Mathiang,Mangok,mangok-mathiang,9,F-C,6-10,230,"OCT 08, 1992",25.0,R,Louisville,1628493
7,1610612766,2017,00,Michael Carter-Williams,Michael,michael-carter-williams,10,G,6-6,190,"OCT 10, 1991",26.0,4,Syracuse,203487
8,1610612766,2017,00,Dwight Howard,Dwight,dwight-howard,12,C,6-11,265,"DEC 08, 1985",32.0,13,SW Atlanta Christian Academy (GA),2730
9,1610612766,2017,00,Michael Kidd-Gilchrist,Michael,michael-kidd-gilchrist,14,F,6-7,232,"SEP 26, 1993",24.0,5,Kentucky,203077
10,1610612766,2017,00,Kemba Walker,Kemba,kemba-walker,15,G,6-1,184,"MAY 08, 1990",28.0,6,Connecticut,202689
11,1610612766,2017,00,Treveon Graham,Treveon,treveon-graham,21,G-F,6-5,219,"OCT 28, 1993",24.0,1,Virginia Commonwealth,1626203
12,1610612766,2017,00,Julyan Stone,Julyan,julyan-stone,32,G,6-6,200,"DEC 07, 1988",29.0,3,Texas-El Paso,202933
13,1610612766,2017,00,Cody Zeller,Cody,cody-zeller,40,C-F,7-0,240,"OCT 05, 1992",25.0,4,Indiana,203469
14,1610612766,2017,00,Willy Hernangomez,Willy,willy-hernangomez,41,C,6-11,240,"MAY 27, 1994",24.0,1,Cajasol Sevilla,1626195
15,1610612766,2017,00,Frank Kaminsky,Frank,frank-kaminsky,44,F-C,7-0,242,"APR 04, 1993",25.0,2,Wisconsin,1626163
